61481;Error;0.011
40071;Error;0.120
32543;Error;0.022
32635;Error;0.047
47885;Error;0.081
92122;Error;0.076
1675;Error;0.093
37182;Error;0.130
28554;OK;0.140
42310;Error;0.045
28248;Error;0.086
71861;Error;0.084
84531;Error;0.090
12796;Error;0.121
63350;Error;0.091
4069;Error;0.092
11273;Error;0.118
28438;Error;0.002
91900;Error;0.133
52859;Error;0.139
6400;Error;0.147
52339;Error;0.003
22776;Error;0.054
25803;Error;0.029
22794;Error;0.111
25079;Error;0.066
35699;OK;0.096
90090;Error;0.109
31496;OK;0.063
54627;Error;0.044
34958;Error;0.065
18098;Error;0.041
33168;OK;0.087
50402;Error;0.128
31739;Error;0.047
67971;Error;0.035
5744;Error;0.106
89511;Error;0.112
16699;OK;0.074
10497;Error;0.093
57708;Error;0.029
40311;Error;0.127
7174;Error;0.086
10934;Error;0.118
1382;Error;0.081
72022;Error;0.065
62840;Error;0.009
26573;Error;0.045
37378;OK;0.031
94207;Error;0.065
7406;Error;0.016
14186;Error;0.039
42685;OK;0.137
87773;Error;0.008
76796;Error;0.137
25271;Error;0.133
24102;Error;0.003
12938;Error;0.038
31380;Error;0.035
84940;OK;0.105
38336;Error;0.060
7302;Error;0.018
99761;Error;0.132
44106;Error;0.053
8249;Error;0.135
13179;Error;0.120
269;Error;0.042
6759;Error;0.143
20529;OK;0.003
4108;Error;0.060
2386;OK;0.043
61229;Error;0.076
8680;Error;0.044
79484;OK;0.080
51954;Error;0.129
21598;Error;0.142
65725;OK;0.077
35504;OK;0.066
69260;Error;0.021
91856;Error;0.120
41542;Error;0.018
38337;Error;0.103
87669;Error;0.114
24288;Error;0.123
22489;OK;0.120
57032;Error;0.141
54017;Error;0.133
31062;Error;0.132
79994;Error;0.091
84208;Error;0.108
86147;Error;0.135
59933;Error;0.130
87502;Error;0.045
4131;Error;0.108
2607;Error;0.132
41951;OK;0.004
54455;OK;0.017
32944;Error;0.038
34585;Error;0.003
87597;Error;0.003
45451;Error;0.027
4415;Error;0.007
15968;OK;0.093
14209;Error;0.019
80184;Error;0.131
10415;Error;0.118
74445;Error;0.105
17536;Error;0.118
3557;Error;0.121
49201;Error;0.038
10339;Error;0.067
36647;Error;0.130
32077;Error;0.023
99570;OK;0.121
37509;Error;0.118
24357;Error;0.130
48272;Error;0.025
3095;Error;0.122
1620;Error;0.002
18467;Error;0.096
12110;Error;0.133
73562;Error;0.137
88508;Error;0.006
14001;Error;0.107
64889;Error;0.104
50247;Error;0.003
79267;OK;0.137
83494;Error;0.015
60233;OK;0.143
71929;OK;0.109
46893;Error;0.096
45540;Error;0.082
86632;OK;0.016
37449;Error;0.146
93207;OK;0.008
19146;Error;0.005
94745;OK;0.049
28643;OK;0.006
67211;Error;0.018
94568;Error;0.023
87743;Error;0.105
18334;OK;0.111
1319;Error;0.001
50414;Error;0.118
84978;Error;0.090
46653;OK;0.148
4844;Error;0.006
54766;Error;0.065
12785;Error;0.014
68652;OK;0.016
63665;Error;0.139
33027;Error;0.080
22894;Error;0.120
35441;Error;0.052
79242;Error;0.045
13074;OK;0.139
66935;Error;0.115
30020;Error;0.099
60367;OK;0.132
39230;Error;0.119
62916;Error;0.010
89049;OK;0.074
77160;Error;0.123
64218;Error;0.116
40002;OK;0.046
19737;Error;0.106
70170;OK;0.104
9580;Error;0.013
36005;Error;0.017
589;Error;0.078
5978;Error;0.099
18651;Error;0.003
39715;Error;0.013
66558;Error;0.041
12888;Error;0.039
23239;Error;0.022
62449;Error;0.080
39458;OK;0.086
67055;Error;0.053
57911;Error;0.023
33820;Error;0.023
93564;Error;0.052
99195;Error;0.095
41336;Error;0.128
53823;Error;0.089
78711;OK;0.116
87614;Error;0.092
6208;OK;0.049
15161;Error;0.140
32290;Error;0.111
35165;OK;0.119
9009;OK;0.012
8209;Error;0.112
14054;OK;0.063
47219;Error;0.088
6056;OK;0.072
59233;Error;0.053
22764;Error;0.028
96255;Error;0.145
74300;OK;0.067
92279;Error;0.033
3462;Error;0.062
64104;Error;0.066
9775;Error;0.124
13108;Error;0.138
84851;Error;0.109
25563;Error;0.044
28043;OK;0.049
84162;OK;0.069
91057;OK;0.077
43861;Error;0.010
26924;Error;0.061
37925;Error;0.020
43894;Error;0.098
31673;Error;0.028
63700;Error;0.142
85271;OK;0.066
18428;Error;0.059
39764;Error;0.137
35322;Error;0.121
11991;Error;0.012
66721;Error;0.054
10423;Error;0.009
6998;Error;0.121
11053;Error;0.087
29556;OK;0.084
67310;Error;0.110
48415;Error;0.108
59440;Error;0.021
92305;Error;0.017
35707;Error;0.017
71209;Error;0.142
81792;Error;0.139
44272;Error;0.002
24497;Error;0.146
82845;Error;0.094
38636;OK;0.042
10565;OK;0.050
6560;OK;0.113
7464;Error;0.047
54491;Error;0.118
9452;Error;0.060
57348;Error;0.019
94391;Error;0.063
65290;Error;0.041
82777;Error;0.039
49902;Error;0.130
78394;Error;0.028
25184;OK;0.121
62097;OK;0.074
51519;Error;0.018
24620;Error;0.135
66900;OK;0.063
95744;Error;0.100
88837;Error;0.009
89275;Error;0.068
60676;OK;0.022
22778;Error;0.003
14805;Error;0.078
41197;Error;0.105
85233;Error;0.124
1994;OK;0.095
81114;Error;0.092
20332;Error;0.012
62553;Error;0.096
8923;Error;0.105
93499;Error;0.111
3945;Error;0.086
8296;Error;0.034
87969;Error;0.078
25820;OK;0.008
14291;Error;0.060
22598;OK;0.114
24780;Error;0.089
18114;Error;0.065
32085;Error;0.005
13148;Error;0.051
7913;Error;0.068
27837;Error;0.037
58538;Error;0.117
84141;Error;0.090
64704;Error;0.001
63780;Error;0.020
61814;OK;0.064
50361;Error;0.040
38288;Error;0.013
50130;Error;0.132
99815;Error;0.067
62124;OK;0.110
44769;OK;0.018
6888;Error;0.108
94289;Error;0.059
59115;Error;0.036
92204;Error;0.053
34096;Error;0.019
64920;OK;0.063
84244;Error;0.150
42695;Error;0.034
59910;Error;0.024
35321;Error;0.104
86895;OK;0.133
33459;Error;0.110
20883;Error;0.094
6292;OK;0.025
86250;Error;0.127
57663;OK;0.047
25892;Error;0.068
30622;Error;0.120
52089;Error;0.122
6209;Error;0.127
38240;Error;0.001
83516;OK;0.078
7759;OK;0.136
49419;Error;0.136
7546;OK;0.064
75712;OK;0.071
30383;Error;0.071
31165;OK;0.142
38962;Error;0.138
55926;Error;0.051
15459;Error;0.016
87797;Error;0.104
74826;Error;0.030
61099;Error;0.113
98684;OK;0.129
6072;Error;0.079
21817;Error;0.046
11472;Error;0.129
26117;Error;0.097
69767;OK;0.013
84618;Error;0.024
57727;Error;0.020
82178;OK;0.105
12877;Error;0.054
16633;Error;0.055
23483;Error;0.128
26182;Error;0.128
49519;Error;0.011
8193;Error;0.002
4993;OK;0.112
17514;Error;0.071
20022;Error;0.016
3472;Error;0.077
58034;OK;0.054
83544;Error;0.026
42440;Error;0.121
83527;OK;0.111
21021;Error;0.054
80745;OK;0.089
73002;OK;0.013
68615;Error;0.051
77846;Error;0.013
51130;Error;0.041
78667;Error;0.148
47908;OK;0.020
72092;OK;0.083
18929;Error;0.089
69002;Error;0.128
8133;Error;0.011
2896;Error;0.029
24195;Error;0.078
34151;Error;0.009
82031;Error;0.078
89114;Error;0.056
69482;OK;0.148
44976;OK;0.007
17919;Error;0.021
3456;Error;0.076
53128;Error;0.014
57556;Error;0.040
15461;Error;0.096
79695;Error;0.098
49064;OK;0.036
14927;Error;0.149
37310;OK;0.120
85098;OK;0.117
60990;Error;0.028
77;Error;0.127
46077;Error;0.055
68224;Error;0.038
93280;Error;0.039
47066;Error;0.092
92964;Error;0.080
14278;Error;0.022
50723;Error;0.027
10329;OK;0.048
80361;Error;0.142
78886;OK;0.089
51907;Error;0.054
6650;OK;0.083
41432;Error;0.093
95982;Error;0.041
97208;Error;0.072
54733;Error;0.110
88249;Error;0.045
16008;Error;0.094
84052;Error;0.040
64212;Error;0.113
18028;Error;0.065
33290;Error;0.107
84140;Error;0.142
88820;Error;0.055
17904;OK;0.023
74029;Error;0.149
60725;OK;0.146
49081;Error;0.108
87304;Error;0.105
42092;Error;0.042
55371;OK;0.115
10303;Error;0.056
2413;Error;0.144
6852;OK;0.119
20056;Error;0.051
69261;Error;0.012
56185;Error;0.085
14751;Error;0.008
52644;Error;0.105
17400;Error;0.071
22900;Error;0.129
30386;Error;0.060
85217;OK;0.018
79017;Error;0.123
41470;Error;0.117
42120;Error;0.102
58322;Error;0.060
84181;Error;0.076
3497;Error;0.132
26321;OK;0.117
21408;Error;0.122
73113;Error;0.079
68031;Error;0.065
3121;Error;0.141
26025;Error;0.051
39738;Error;0.048
30158;Error;0.081
17546;OK;0.048
49242;OK;0.008
11646;Error;0.124
52599;Error;0.027
95448;OK;0.118
7173;Error;0.086
31355;Error;0.050
13546;OK;0.133
72513;Error;0.062
57689;Error;0.114
40851;Error;0.039
25817;Error;0.036
47383;Error;0.064
79112;OK;0.105
35993;Error;0.078
56416;Error;0.008
28846;Error;0.014
27562;Error;0.049
17370;Error;0.097
75970;Error;0.049
1695;OK;0.129
52256;OK;0.125
57495;Error;0.071
2423;Error;0.029
50129;Error;0.055
58230;Error;0.122
82591;Error;0.029
76791;Error;0.017
3719;Error;0.096
23915;Error;0.083
83967;Error;0.085
53991;Error;0.003
11359;Error;0.119
23216;Error;0.110
70512;Error;0.128
44194;Error;0.047
8982;OK;0.068
37097;Error;0.131
76353;Error;0.127
116;Error;0.069
48467;Error;0.076
80385;OK;0.140
39553;OK;0.125
29144;Error;0.112
31194;Error;0.078
11272;Error;0.101
98866;Error;0.093
73935;OK;0.021
79576;Error;0.087
46534;Error;0.072
50135;OK;0.057
89989;Error;0.144
68634;Error;0.000
35551;Error;0.078
44035;Error;0.133
89351;Error;0.077
24890;Error;0.116
66841;Error;0.004
58275;OK;0.108
25097;Error;0.121
62059;OK;0.071
35175;Error;0.025
85610;Error;0.139
69023;Error;0.152
85503;OK;0.007
88989;Error;0.026
76406;Error;0.107
50357;Error;0.011
192;Error;0.026
99901;Error;0.151
17209;Error;0.012
70764;Error;0.027
24015;OK;0.127
57317;Error;0.035
4346;Error;0.035
4046;OK;0.138
80238;Error;0.023
98297;OK;0.057
72927;OK;0.096
19744;Error;0.022
66299;Error;0.089
17732;Error;0.011
27471;OK;0.086
31593;Error;0.033
28296;OK;0.082
62549;Error;0.133
25963;Error;0.018
67788;Error;0.099
91867;Error;0.096
9736;Error;0.028
78090;Error;0.013
38910;OK;0.040
16243;Error;0.053
30977;Error;0.146
67512;Error;0.092
8265;Error;0.157
50223;Error;0.147
96513;Error;0.069
11417;Error;0.071
29369;OK;0.041
27233;OK;0.001
40648;Error;0.081
1099;Error;0.059
85427;Error;0.053
15995;OK;0.012
18687;Error;0.067
4729;Error;0.001
45429;OK;0.106
73199;OK;0.017
97906;OK;0.109
35052;Error;0.106
54292;Error;0.054
14354;OK;0.056
50774;Error;0.116
15147;Error;0.150
40373;Error;0.014
22421;Error;0.090
87865;Error;0.022
33608;Error;0.040
50672;Error;0.131
56518;Error;0.086
7509;Error;0.040
32634;Error;0.075
77904;Error;0.074
76525;Error;0.033
42585;OK;0.032
33843;Error;0.134
22345;Error;0.145
33623;Error;0.012
82765;Error;0.011
20069;Error;0.008
20640;Error;0.088
63878;Error;0.141
82847;Error;0.113
47438;Error;0.011
31744;Error;0.113
47847;Error;0.000
76193;Error;0.035
14982;Error;0.129
76369;Error;0.079
858;Error;0.116
26763;Error;0.013
80720;Error;0.056
23560;Error;0.111
12277;Error;0.077
85186;Error;0.089
37026;Error;0.081
91424;Error;0.103
67306;Error;0.036
11299;OK;0.064
23416;Error;0.028
45501;Error;0.104
95088;OK;0.102
13610;Error;0.158
84886;Error;0.043
33798;Error;0.049
27744;Error;0.122
50480;Error;0.122
74256;Error;0.009
48739;Error;0.095
75169;Error;0.047
94064;OK;0.020
66724;Error;0.110
85298;Error;0.131
30793;Error;0.110
32958;Error;0.095
30662;OK;0.126
88718;Error;0.138
18379;Error;0.068
78514;Error;0.130
79534;Error;0.065
28997;Error;0.088
11775;Error;0.025
33111;Error;0.110
75332;Error;0.138
82048;Error;0.038
66202;OK;0.133
14125;Error;0.013
55066;Error;0.116
38111;OK;0.024
4938;Error;0.046
34856;Error;0.149
88361;Error;0.170
28215;Error;0.089
31014;OK;0.148
17106;Error;0.046
37470;Error;0.005
63322;Error;0.104
66891;Error;0.088
78695;Error;0.101
5908;Error;0.096
86168;Error;0.100
5629;Error;0.055
6584;Error;0.096
54430;OK;0.007
85054;Error;0.059
85470;Error;0.051
22233;Error;0.093
24829;Error;0.144
51341;Error;0.041
23453;Error;0.143
18340;Error;0.124
81681;Error;0.003
7242;OK;0.085
79885;Error;0.085
37160;Error;0.039
22535;Error;0.125
45502;Error;0.037
36784;Error;0.084
36952;Error;0.141
97631;Error;0.132
16709;Error;0.020
46642;Error;0.109
31399;Error;0.089
61827;Error;0.093
54930;OK;0.074
49007;Error;0.145
31646;OK;0.058
18324;Error;0.015
49479;Error;0.106
13501;Error;0.110
39832;Error;0.101
20900;Error;0.107
78691;Error;0.061
40048;OK;0.133
66539;Error;0.057
74442;OK;0.026
39694;OK;0.009
6271;Error;0.137
92929;Error;0.069
50375;Error;0.066
82851;Error;0.006
16344;Error;0.093
33198;Error;0.132
172;Error;0.147
44660;Error;0.103
8163;Error;0.040
68214;Error;0.067
12178;OK;0.036
31508;OK;0.045
403;OK;0.150
15817;Error;0.058
47135;Error;0.050
60892;Error;0.139
28202;OK;0.000
38634;Error;0.133
89728;Error;0.007
17566;Error;0.022
91420;Error;0.146
63935;OK;0.100
52363;OK;0.019
88996;Error;0.026
2951;Error;0.093
26521;OK;0.146
72466;OK;0.008
2768;OK;0.041
11577;Error;0.054
13912;Error;0.133
60581;Error;0.049
16073;Error;0.105
78406;Error;0.053
74750;Error;0.044
27796;OK;0.037
19803;Error;0.088
44828;Error;0.017
1075;Error;0.054
24844;Error;0.068
11985;OK;0.088
60612;Error;0.131
56645;Error;0.120
56874;Error;0.138
3504;Error;0.070
64300;Error;0.095
89171;Error;0.013
83342;OK;0.036
32542;Error;0.064
22464;Error;0.113
31636;Error;0.040
59918;Error;0.093
32609;Error;0.024
77558;Error;0.040
11974;Error;0.104
85232;Error;0.062
41;Error;0.031
96321;OK;0.123
30128;Error;0.143
58806;OK;0.147
19751;Error;0.034
5924;OK;0.131
10702;Error;0.065
21520;Error;0.088
2352;Error;0.131
73497;Error;0.125
59962;Error;0.088
67571;Error;0.104
36892;Error;0.102
28629;Error;0.021
73781;OK;0.036
1479;Error;0.092
86523;Error;0.109
79969;Error;0.003
69489;Error;0.101
29257;Error;0.135
14027;Error;0.138
74375;Error;0.053
65443;Error;0.115
38604;Error;0.047
26308;Error;0.049
47239;OK;0.034
71084;Error;0.040
34641;Error;0.118
6377;Error;0.034
33920;Error;0.130
19024;Error;0.015
31716;Error;0.063
1604;OK;0.038
21766;Error;0.031
9617;OK;0.068
8966;OK;0.063
34196;Error;0.091
16745;Error;0.031
14028;OK;0.004
96617;Error;0.050
13870;Error;0.070
7341;Error;0.139
77650;Error;0.074
19358;OK;0.139
19947;OK;0.038
93051;Error;0.136
71074;OK;0.090
1830;Error;0.085
75861;OK;0.113
47252;Error;0.105
71724;Error;0.009
96970;Error;0.148
53096;Error;0.029
18317;Error;0.046
75626;Error;0.146
48070;Error;0.129
40207;Error;0.134
96043;Error;0.107
10753;OK;0.012
13738;Error;0.135
71682;Error;0.146
36615;OK;0.032
81278;Error;0.074
47282;OK;0.140
44997;Error;0.056
7048;Error;0.005
48438;OK;0.124
84673;Error;0.014
18905;Error;0.001
87548;Error;0.018
1179;OK;0.138
86730;OK;0.144
10799;OK;0.115
82245;OK;0.128
66731;OK;0.035
14612;Error;0.005
59010;Error;0.082
33834;Error;0.098
48586;Error;0.112
25697;Error;0.115
83403;OK;0.106
68676;Error;0.066
8454;Error;0.013
17348;Error;0.095
41309;Error;0.137
44385;Error;0.118
8849;Error;0.055
96460;Error;0.145
13178;OK;0.143
